filename,OA,RPA,RCA,VR
CelestialShore_DieForUs_STEM_02,0.183456234637337,0.9981865578601383,0.9839057010087272,0.18378952630921136
MusicDelta_GriegTrolltog_STEM_07,0.10338983050847457,0.8846990572878898,0.4459753444525018,0.11686440677966102
AimeeNorwich_Child_STEM_04,0.3639319122833921,0.9941353887399463,0.9835790884718498,0.36607882226652355
SecretMountains_HighHorse_STEM_09,0.33849871817899774,0.971278639366537,0.9513657873775945,0.34850835224767723
CelestialShore_DieForUs_STEM_01,0.17908178144398618,0.9942176477391003,0.9718977680120273,0.1801233179185935
MusicDelta_ModalJazz_STEM_04,0.5830070477682068,0.9838587879932037,0.9717764772512743,0.592571876048775
MusicDelta_GriegTrolltog_STEM_05,0.4322033898305085,0.8165225744476465,0.7137367915465899,0.5293220338983051
MusicDelta_Disco_STEM_04,0.4394771120208411,0.9727141680395387,0.9002265238879736,0.4518049869743208
MusicDelta_ModalJazz_STEM_05,0.5077189842264236,0.9931072210065646,0.9820568927789934,0.5112428683297908
MusicDelta_ChineseDrama_STEM_02,0.8298355591896066,0.9704632384190395,0.9129834254143646,0.8550922140456073
InvisibleFamiliars_DisturbingWildlife_STEM_09,0.3830758613367309,0.9948986626223632,0.9507100510133738,0.3850400806922546
MusicDelta_FreeJazz_STEM_03,0.6373803694636101,0.9562567827030637,0.9242841639535855,0.6665368350767861
MusicDelta_CoolJazz_STEM_04,0.772119341563786,0.9846927618631096,0.9745608280486916,0.784122085048011
MusicDelta_ModalJazz_STEM_02,0.7507551180221501,0.816771131260269,0.7197711921134303,0.9191744042957826
MusicDelta_FunkJazz_STEM_04,0.5829807240244476,0.9841269841269841,0.9674603174603175,0.5923836389280677
MatthewEntwistle_TheArch_STEM_10,0.41687750828825687,0.9590065228299046,0.9516307074761666,0.43469726051299945
MusicDelta_Beatles_STEM_08,0.38301947015639964,0.9975062344139651,0.9679966749792186,0.38397701883179064
MusicDelta_Gospel_STEM_06,0.6674331263892083,0.9942909340031971,0.9712263073761133,0.6712654250019161
MusicDelta_ChineseDrama_STEM_01,0.2810938493685836,0.9587852494577006,0.9095134800123954,0.2931770691378214
Creepoid_OldTree_STEM_08,0.25420180173258294,0.997963954452907,0.9855968629816756,0.2547204241178617
MusicDelta_ChineseJiangNan_STEM_01,0.3226753010219569,0.9222093695777906,0.8536726431463274,0.34989375695638975
MusicDelta_Country1_STEM_05,0.5311612364243943,0.9823856613102596,0.9295426452410384,0.5406850459482039
AvaLuna_Waterduct_STEM_08,0.3002238638907544,0.9882829771554901,0.9428887251289609,0.30378329975374974
MusicDelta_CoolJazz_STEM_05,0.6241998171010517,0.9955332725615315,0.990975387420237,0.6270004572473709
MusicDelta_Country2_STEM_05,0.6242101762554041,0.9730430274753759,0.9123898392949715,0.6415031592949784
MusicDelta_Beethoven_STEM_14,0.8857082273112807,0.9964217557251909,0.9954675572519084,0.8888888888888888
MusicDelta_Beethoven_STEM_16,0.8689567430025446,0.9893771125060358,0.98430709802028,0.8782866836301951
MusicDelta_Rockabilly_STEM_05,0.6987251174233952,0.9790034471952366,0.9100595424631777,0.7137105792887497
MusicDelta_Grunge_STEM_05,0.5255859104146443,0.9475,0.87425,0.554708084870337
BrandonWebster_YesSirICanFly_STEM_02,0.5574133411010778,0.9846660491921375,0.9381496346609036,0.5660937955141276
MusicDelta_Punk_STEM_04,0.46215943491422806,0.9358398038414385,0.8046587658357172,0.4938446014127144
MatthewEntwistle_ImpressionsOfSaturn_STEM_07,0.5588639269983108,0.9357635676332972,0.9171006370773745,0.5972277040147772
HezekiahJones_BorrowedHeart_STEM_04,0.7793396770472895,0.939569512442423,0.9229699585735393,0.8294646289888504
HezekiahJones_BorrowedHeart_STEM_10,0.33020953479430987,0.996302472268542,0.9517146378597839,0.3314350249903883
MusicDelta_Reggae_STEM_04,0.37587238285144564,0.9800693240901213,0.9133448873483535,0.3835161183117315
AlexanderRoss_GoodbyeBolero_STEM_06,0.2690996285413317,0.982590212055266,0.9154309428614809,0.27386760547762934
SweetLights_YouLetMeDown_STEM_02,0.7654942613846724,0.8963065718744582,0.8548465406623894,0.8540540540540541
MusicDelta_Beethoven_STEM_06,0.8061916878710772,0.9921711899791231,0.9846033402922756,0.8125530110262935
AlexanderRoss_VelvetCurtain_STEM_06,0.4424849654176398,0.9859462992759453,0.9203539823008849,0.44879215606629885
FacesOnFilm_WaitingForGa_STEM_03,0.2447613897526024,0.9908784091945635,0.9651555231232327,0.24701455545040782
AClassicEducation_NightOwl_STEM_08,0.42361346245005754,0.9843430369787569,0.9247049567269866,0.43035145933500374
MusicDelta_Britpop_STEM_07,0.566898075102556,0.9445320715036803,0.9035226077812829,0.6001893341748186
MatthewEntwistle_DontYouEver_STEM_07,0.4170145606353732,0.9774463007159905,0.9258949880668258,0.4266367986966704
MusicDelta_Beethoven_STEM_10,0.8611111111111112,0.9921817737600782,0.9914488150500855,0.8678965224766751
DreamersOfTheGhetto_HeavyLove_STEM_06,0.37731467815888386,0.995276407993771,0.9572281339216195,0.3791054174784029
EthanHein_1930sSynthAndUprightBass_STEM_04,0.595069069433489,0.8787145715736344,0.7522324761819431,0.6772040531521145
TheSoSoGlos_Emergency_STEM_05,0.36702700823803397,0.9616575591985428,0.9039162112932605,0.3816608154610866
NightPanther_Fire_STEM_07,0.4856917039136597,0.9757446342531756,0.9190757774857643,0.4977651804208002
MatthewEntwistle_ImpressionsOfSaturn_STEM_01,0.31871931292527744,0.948060486522025,0.9030243261012492,0.33618035711466504
