filename,OA,RPA,RCA,VR
AimeeNorwich_Child_STEM_04,0.742094770740684,0.5217828418230563,0.521112600536193,0.9046771967489649
SecretMountains_HighHorse_STEM_09,0.6052644470207867,0.45354448765403177,0.44825001171344236,0.7692885485214154
CelestialShore_DieForUs_STEM_01,0.6659167604049494,0.5116225280444084,0.5072279403261246,0.7476565429321335
MusicDelta_Disco_STEM_04,0.6519817640491254,0.3877677100494234,0.38385502471169686,0.8461574246371418
InvisibleFamiliars_DisturbingWildlife_STEM_09,0.5399745182353878,0.5672825037915346,0.5382600303322763,0.6859903381642513
MusicDelta_Beatles_STEM_08,0.7591765081391637,0.456359102244389,0.42975893599334997,0.9353654644111076
MusicDelta_Gospel_STEM_06,0.6143174676170767,0.5277460607444622,0.5221511760675953,0.8950716639840577
MusicDelta_ChineseDrama_STEM_01,0.5066775688198419,0.1196157421753951,0.1193058568329718,0.6719360407013718
MusicDelta_Country2_STEM_05,0.5370801463252411,0.33748055987558323,0.3379989631933644,0.7708679747256402
MusicDelta_Rockabilly_STEM_05,0.564974278684858,0.43654026950799124,0.4167972422438107,0.8908521583538358
MusicDelta_Grunge_STEM_05,0.5709332963527943,0.337,0.324,0.7549577035085286
BrandonWebster_YesSirICanFly_STEM_02,0.5258957180308768,0.4282185859833282,0.3842749819903262,0.7825225750072823
MusicDelta_Punk_STEM_04,0.5856710393541877,0.23988557417245607,0.24111156518185534,0.7612512613521695
HezekiahJones_BorrowedHeart_STEM_10,0.6511918492887351,0.5502791270934532,0.481403610527079,0.7779700115340253
MusicDelta_Reggae_STEM_04,0.7278165503489531,0.47400346620450606,0.42634315424610053,0.8574277168494516
MusicDelta_Beethoven_STEM_06,0.2224342663273961,0.10751565762004175,0.10777661795407098,0.8933418150975403
AClassicEducation_NightOwl_STEM_08,0.557256043881628,0.6568056648308419,0.6116443745082613,0.6667908173630392
MusicDelta_Britpop_STEM_07,0.5653202903124014,0.4032597266035752,0.3909043112513144,0.8658882928368571
DreamersOfTheGhetto_HeavyLove_STEM_06,0.6007438455634926,0.3790293277965222,0.3400986244484817,0.807308577838125
TheSoSoGlos_Emergency_STEM_05,0.5713093955299107,0.4051001821493625,0.37695810564663024,0.7190030936077028
NightPanther_Fire_STEM_07,0.4496620516733893,0.5137428821725799,0.4774419623302672,0.6470347759729641
BigTroubles_Phantom_STEM_04,0.3924620733249052,0.5929913215423487,0.5880478962979238,0.5072297724399494
MusicDelta_LatinJazz_STEM_05,0.5989077669902912,0.44593345656192235,0.43946395563770796,0.6811719833564494
AClassicEducation_NightOwl_STEM_13,0.36926931671971286,0.6666262135922331,0.5947815533980583,0.440306087898693
MusicDelta_Britpop_STEM_08,0.633796150205112,0.3684550743374273,0.3581124757595346,0.8905017355632692
StevenClark_Bounty_STEM_08,0.43942645141883085,0.49775404695313163,0.4748283752860412,0.6370600621678532
MusicDelta_ChineseHenan_STEM_01,0.4520857929948839,0.21104477611940298,0.20656716417910448,0.6867375049193231
MusicDelta_80sRock_STEM_04,0.5681496620028298,0.4913953488372093,0.45558139534883724,0.8717182832887911
Meaxic_TakeAStep_STEM_04,0.6191326844893433,0.27886280546469117,0.23782951702905522,0.8170917005461789
HeladoNegro_MitadDelMundo_STEM_08,0.6198806141666933,0.3849901768172888,0.35889980353634576,0.7772209276343091
Auctioneer_OurFutureFaces_STEM_08,0.5108343571987043,0.4981591404312871,0.45240063115185214,0.6254048922149
Meaxic_YouListen_STEM_01,0.806967945201626,0.38350225912809865,0.34149468799609234,0.9228800090017862
MusicDelta_Beatles_STEM_07,0.8017874241940632,0.5345291479820627,0.5116591928251121,0.943504628151931
LizNelson_Coldwar_STEM_02,0.6138164185220598,0.4995232343779798,0.4821053969868413,0.8521718344488458
Creepoid_OldTree_STEM_07,0.8977737653905995,0.4640973194100549,0.40876305307352784,0.9735886748237644
MusicDelta_ChineseYaoZu_STEM_01,0.47797590361445785,0.2903064623584277,0.2903064623584277,0.7415903614457832
MusicDelta_Rock_STEM_05,0.46143617021276595,0.3459154929577465,0.29126760563380283,0.7247340425531915
HopAlong_SisterCities_STEM_07,0.653223824348681,0.526643865842895,0.5131840247131509,0.796165820088481
TheDistricts_Vermont_STEM_05,0.5261430425158384,0.43300983521135933,0.3874812740181072,0.6793628985064754
MusicDelta_Hendrix_STEM_04,0.6563322608949985,0.3873239436619718,0.3550469483568075,0.8110558642878034
ClaraBerryAndWooldog_AirTraffic_STEM_08,0.5712373238729542,0.3776150627615063,0.37087401208740123,0.896080859466515
AVERAGE,0.5825934518287862,0.4266649020703899,0.4025700125782669,0.7787058033402903
