filename,OA,RPA,RCA,VR
AimeeNorwich_Child_STEM_04,0.2090783622143843,0.5711293565683646,0.57171581769437,0.36607882226652355
SecretMountains_HighHorse_STEM_09,0.15278979768455772,0.4384107201424355,0.5192334723328492,0.34850835224767723
CelestialShore_DieForUs_STEM_01,0.08607257426155064,0.477853590840754,0.5762692263212675,0.1801233179185935
MusicDelta_Disco_STEM_04,0.24302195757350203,0.5378912685337727,0.5178130148270181,0.4518049869743208
InvisibleFamiliars_DisturbingWildlife_STEM_09,0.21110049370918937,0.548255894112781,0.5529436095408796,0.3850400806922546
MusicDelta_Beatles_STEM_08,0.16709224385572932,0.43516209476309226,0.4472152950955943,0.38397701883179064
MusicDelta_Gospel_STEM_06,0.3017551927646202,0.44953185658826217,0.4708837634163051,0.6712654250019161
MusicDelta_ChineseDrama_STEM_01,0.13854819660216225,0.47257514719553767,0.30151843817787416,0.2931770691378214
MusicDelta_Country2_STEM_05,0.3325573661456601,0.5184033177812338,0.49922239502332816,0.6415031592949784
MusicDelta_Rockabilly_STEM_05,0.31133974502348466,0.4362268881228455,0.4584769664681918,0.7137105792887497
MusicDelta_Grunge_STEM_05,0.30425738455137985,0.5485,0.5075,0.554708084870337
BrandonWebster_YesSirICanFly_STEM_02,0.32554616953102244,0.5750746115056087,0.47164762786868375,0.5660937955141276
MusicDelta_Punk_STEM_04,0.16145307769929365,0.3269309358398038,0.4213322435635472,0.4938446014127144
HezekiahJones_BorrowedHeart_STEM_10,0.17493271818531334,0.527803958529689,0.5626042195316465,0.3314350249903883
MusicDelta_Reggae_STEM_04,0.1744765702891326,0.45493934142114384,0.5138648180242634,0.3835161183117315
MusicDelta_Beethoven_STEM_06,0.25296861747243427,0.3113256784968685,0.21059498956158665,0.8125530110262935
AClassicEducation_NightOwl_STEM_08,0.24124737590573575,0.560582218725413,0.6321007081038552,0.43035145933500374
MusicDelta_Britpop_STEM_07,0.2535500157778479,0.4224500525762355,0.43901156677181913,0.6001893341748186
DreamersOfTheGhetto_HeavyLove_STEM_06,0.19139264419387214,0.5048533610173891,0.4556449519854659,0.3791054174784029
TheSoSoGlos_Emergency_STEM_05,0.22499913100907226,0.5895264116575591,0.5157559198542805,0.3816608154610866
NightPanther_Fire_STEM_07,0.24201460808895672,0.48620236530880423,0.4979741568112133,0.4977651804208002
BigTroubles_Phantom_STEM_04,0.2358170037926675,0.6557178951993848,0.6508843238492804,0.3596317951959545
MusicDelta_LatinJazz_STEM_05,0.08538488210818308,0.4551756007393715,0.46950092421441775,0.1875866851595007
AClassicEducation_NightOwl_STEM_13,0.13716394663777343,0.491626213592233,0.6046116504854369,0.2790004740299316
MusicDelta_Britpop_STEM_08,0.25796781319028084,0.5284421460892049,0.5058177117000646,0.4881666140738403
StevenClark_Bounty_STEM_08,0.24839065476787325,0.5248749894058818,0.520679718620222,0.4732377419031385
MusicDelta_ChineseHenan_STEM_01,0.13114915387642662,0.39791044776119405,0.22388059701492538,0.32959464777646597
MusicDelta_80sRock_STEM_04,0.3189750039301997,0.47186046511627905,0.4827906976744186,0.6759943405124981
Meaxic_TakeAStep_STEM_04,0.21430331403227793,0.5020685010583029,0.3983067154127381,0.426840786826003
HeladoNegro_MitadDelMundo_STEM_08,0.19736968110575542,0.4858939096267191,0.46554027504911594,0.406199125355125
Auctioneer_OurFutureFaces_STEM_08,0.19652630403216798,0.5288150875347509,0.5355774288075739,0.37163520607617556
Meaxic_YouListen_STEM_01,0.11972375768316525,0.5197215777262181,0.4601294419343021,0.230361337327876
MusicDelta_Beatles_STEM_07,0.1908713692946058,0.536322869955157,0.536322869955157,0.35588892435365466
LizNelson_Coldwar_STEM_02,0.25922005190547737,0.48255037823406016,0.48407602822452483,0.5371875426854255
Creepoid_OldTree_STEM_07,0.08630260655769194,0.48369038647863066,0.49284099472494347,0.17842530877240162
MusicDelta_ChineseYaoZu_STEM_01,0.24221686746987953,0.41855429713524317,0.3532644903397735,0.5786987951807229
MusicDelta_Rock_STEM_05,0.35904255319148937,0.4563380281690141,0.47492957746478875,0.786790780141844
HopAlong_SisterCities_STEM_07,0.18771505816811404,0.5055714916151809,0.5364077669902912,0.3712928068163198
TheDistricts_Vermont_STEM_05,0.17734015215123528,0.4539829349312838,0.5236761544974924,0.3906317583899448
MusicDelta_Hendrix_STEM_04,0.23193916349809887,0.4653755868544601,0.5041079812206573,0.49839134249780637
ClaraBerryAndWooldog_AirTraffic_STEM_08,0.26654171826366346,0.4628079962807996,0.41718967921896793,0.5759228889855752
AVERAGE,0.21571110483404704,0.4883153627617309,0.48253312752129585,0.44799733065147646
